"","cps19_age","cps19_gender","cps19_education","pes19_votechoice2019"
"7232",79,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7233",36,"A man","Professional degree or doctorate","Bloc Qu̩b̩cois"
"7234",42,"A woman","Bachelor's degree","Liberal Party"
"7235",38,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7236",42,"A woman","Professional degree or doctorate","NDP"
"7237",64,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7238",41,"A man","Completed secondary/ high school","Liberal Party"
"7239",41,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7240",42,"A woman","Bachelor's degree","Conservative Party"
"7241",28,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7242",39,"A woman","Master's degree","Liberal Party"
"7243",37,"A man","Master's degree","Liberal Party"
"7244",42,"A woman","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7245",30,"A man","Completed technical, community college, CEGEP, College Classique","People's Party"
"7246",36,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7247",31,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7248",50,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7249",62,"A man","Bachelor's degree","Liberal Party"
"7250",66,"A man","Bachelor's degree","Conservative Party"
"7251",62,"A woman","Bachelor's degree","Liberal Party"
"7252",35,"A man","Master's degree","Bloc Qu̩b̩cois"
"7253",50,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7254",77,"A man","Professional degree or doctorate","Another party (specify)"
"7255",71,"A man","Master's degree","Liberal Party"
"7256",61,"A man","Bachelor's degree","Conservative Party"
"7257",25,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7258",52,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7259",65,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7260",42,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7261",57,"A woman","Master's degree","Liberal Party"
"7262",66,"A woman","Bachelor's degree","Conservative Party"
"7263",59,"A man","Some technical, community college, CEGEP, College Classique","Green Party"
"7264",26,"A man","Bachelor's degree","Conservative Party"
"7265",53,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7266",30,"A man","Bachelor's degree","Conservative Party"
"7267",56,"A man","Some university","Bloc Qu̩b̩cois"
"7268",55,"A woman","Bachelor's degree","Conservative Party"
"7269",48,"A woman","Master's degree","Green Party"
"7270",66,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7271",59,"A man","Completed secondary/ high school","Conservative Party"
"7272",65,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7273",25,"A man","Bachelor's degree","Liberal Party"
"7274",57,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7275",31,"A man","Bachelor's degree","NDP"
"7276",56,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7277",77,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7278",30,"A man","Master's degree","Bloc Qu̩b̩cois"
"7279",35,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7280",45,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7281",33,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7282",26,"A woman","Bachelor's degree","Green Party"
"7283",25,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7284",62,"A woman","Completed secondary/ high school","Conservative Party"
"7285",38,"A man","Bachelor's degree","Liberal Party"
"7286",22,"A woman","Bachelor's degree","Conservative Party"
"7287",51,"A man","Master's degree","Conservative Party"
"7288",23,"A woman","Bachelor's degree","Liberal Party"
"7289",31,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7290",43,"A man","Some university","Conservative Party"
"7291",27,"A man","Bachelor's degree","Liberal Party"
"7292",74,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7293",72,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7294",30,"A man","Bachelor's degree","Conservative Party"
"7295",39,"A man","Master's degree","Green Party"
"7296",64,"A woman","Completed secondary/ high school","Conservative Party"
"7297",67,"A man","Some university","Conservative Party"
"7298",45,"A woman","Some university","People's Party"
"7299",27,"A woman","Some university","Don't know / Prefer not to answer"
"7300",43,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7301",38,"A woman","Bachelor's degree","NDP"
"7302",62,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7303",57,"A man","Bachelor's degree","Conservative Party"
"7304",78,"A woman","Completed secondary/ high school","Conservative Party"
"7305",31,"A woman","Master's degree","NDP"
"7306",20,"A woman","Some secondary/ high school","NDP"
"7307",26,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7308",20,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7309",54,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7310",31,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"7311",26,"A woman","Master's degree","Liberal Party"
"7312",65,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7313",30,"A man","Some university","Don't know / Prefer not to answer"
"7314",33,"A woman","Master's degree","Green Party"
"7315",69,"A man","Master's degree","Bloc Qu̩b̩cois"
"7316",58,"A woman","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7317",42,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7318",45,"A woman","Bachelor's degree","People's Party"
"7319",60,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7320",62,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"7321",53,"A woman","Completed secondary/ high school","NDP"
"7322",69,"A woman","Some university","Liberal Party"
"7323",61,"A woman","Some university","Liberal Party"
"7324",23,"A man","Bachelor's degree","Liberal Party"
"7325",54,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7326",44,"A man","Some secondary/ high school","Liberal Party"
"7327",53,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"7328",65,"A woman","Some university","Liberal Party"
"7329",26,"A woman","Bachelor's degree","NDP"
"7330",56,"A woman","Master's degree","Green Party"
"7331",64,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7332",64,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7333",58,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7334",21,"A woman","Some university","Liberal Party"
"7335",51,"A man","Master's degree","Conservative Party"
"7336",52,"A man","Professional degree or doctorate","Liberal Party"
"7337",64,"A woman","Bachelor's degree","NDP"
"7338",53,"A man","Completed secondary/ high school","Liberal Party"
"7339",62,"A woman","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7340",34,"A man","Bachelor's degree","Liberal Party"
"7341",73,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7342",80,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7343",38,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"7344",45,"A man","Professional degree or doctorate","Liberal Party"
"7345",29,"A woman","Bachelor's degree","Liberal Party"
"7346",63,"A woman","Bachelor's degree","Liberal Party"
"7347",51,"A woman","Completed secondary/ high school","People's Party"
"7348",38,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7349",31,"A man","Bachelor's degree","Liberal Party"
"7350",76,"A man","Professional degree or doctorate","Conservative Party"
"7351",70,"A man","Bachelor's degree","NDP"
"7352",31,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7353",28,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7354",58,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7355",69,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7356",30,"A man","Bachelor's degree","Conservative Party"
"7357",23,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7358",56,"A man","Master's degree","Conservative Party"
"7359",45,"A man","Bachelor's degree","Conservative Party"
"7360",63,"A woman","Master's degree","Conservative Party"
"7361",43,"A man","Some university","Liberal Party"
"7362",34,"A woman","Bachelor's degree","Don't know / Prefer not to answer"
"7363",31,"A woman","Some university","NDP"
"7364",66,"A woman","Completed secondary/ high school","NDP"
"7365",61,"A man","Bachelor's degree","Liberal Party"
"7366",54,"A woman","Bachelor's degree","Conservative Party"
"7367",53,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7368",21,"A man","Some university","Liberal Party"
"7369",38,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"7370",32,"A man","Bachelor's degree","Liberal Party"
"7371",44,"A man","Bachelor's degree","Liberal Party"
"7372",61,"A woman","Master's degree","Don't know / Prefer not to answer"
"7373",31,"A man","Professional degree or doctorate","Conservative Party"
"7374",74,"A man","Master's degree","Conservative Party"
"7375",35,"A woman","Bachelor's degree","NDP"
"7376",25,"A man","Some university","Conservative Party"
"7377",72,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"7378",82,"A man","Professional degree or doctorate","Liberal Party"
"7379",64,"A man","No schooling","Bloc Qu̩b̩cois"
"7380",62,"A man","Bachelor's degree","NDP"
"7381",37,"A man","Master's degree","Conservative Party"
"7382",62,"A man","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7383",49,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7384",61,"A man","Bachelor's degree","Liberal Party"
"7385",67,"A woman","Some university","Liberal Party"
"7386",68,"A man","Some university","Conservative Party"
"7387",61,"A man","Bachelor's degree","Conservative Party"
"7388",70,"A man","Bachelor's degree","NDP"
"7389",73,"A woman","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7390",65,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7391",43,"A man","Some technical, community college, CEGEP, College Classique","People's Party"
"7392",33,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"7393",33,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7394",30,"A woman","Some university","NDP"
"7395",23,"A woman","Bachelor's degree","Liberal Party"
"7396",70,"A man","Master's degree","Bloc Qu̩b̩cois"
"7397",49,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7398",43,"A man","Completed secondary/ high school","Conservative Party"
"7399",73,"A man","Some secondary/ high school","Liberal Party"
"7400",64,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7401",31,"A man","Professional degree or doctorate","Conservative Party"
"7402",77,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7403",27,"A woman","Bachelor's degree","Liberal Party"
"7404",66,"A man","Master's degree","Conservative Party"
"7405",56,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7406",38,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7407",43,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7408",67,"A woman","Some university","Don't know / Prefer not to answer"
"7409",34,"A man","Bachelor's degree","NDP"
"7410",65,"A woman","Master's degree","Liberal Party"
"7411",39,"A man","Bachelor's degree","Liberal Party"
"7412",65,"A man","Master's degree","Don't know / Prefer not to answer"
"7413",51,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7414",69,"A woman","Master's degree","Conservative Party"
"7415",28,"A woman","Bachelor's degree","Conservative Party"
"7416",25,"A woman","Bachelor's degree","Liberal Party"
"7417",21,"A woman","Bachelor's degree","Conservative Party"
"7418",70,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7419",54,"A man","Bachelor's degree","Liberal Party"
"7420",45,"A man","Completed secondary/ high school","Green Party"
"7421",71,"A man","Professional degree or doctorate","Liberal Party"
"7422",68,"A man","Master's degree","Liberal Party"
"7423",69,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7424",64,"A woman","Some university","Conservative Party"
"7425",32,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7426",20,"A woman","Some secondary/ high school","Green Party"
"7427",53,"A woman","Bachelor's degree","Liberal Party"
"7428",34,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"7429",62,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7430",45,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7431",54,"A man","Bachelor's degree","Conservative Party"
"7432",77,"A woman","Bachelor's degree","Liberal Party"
"7433",68,"A woman","Some university","Liberal Party"
"7434",64,"A man","Some university","Bloc Qu̩b̩cois"
"7435",62,"A man","Some university","Conservative Party"
"7436",30,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7437",81,"A man","Bachelor's degree","Liberal Party"
"7438",31,"A man","Bachelor's degree","Liberal Party"
"7439",64,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7440",73,"A man","Bachelor's degree","Liberal Party"
"7441",26,"A woman","Master's degree","Liberal Party"
"7442",28,"A woman","Bachelor's degree","Liberal Party"
"7443",56,"A woman","Bachelor's degree","Conservative Party"
"7444",31,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7445",28,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7446",71,"A woman","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7447",55,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7448",29,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7449",69,"A woman","Completed secondary/ high school","Liberal Party"
"7450",64,"A woman","Some university","Liberal Party"
"7451",71,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7452",32,"A woman","Master's degree","Liberal Party"
"7453",73,"A woman","Some secondary/ high school","Liberal Party"
"7454",69,"A woman","Master's degree","Conservative Party"
"7455",58,"A man","Professional degree or doctorate","Liberal Party"
"7456",46,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7457",30,"A woman","Master's degree","Green Party"
"7458",72,"A man","Completed secondary/ high school","Liberal Party"
"7459",99,"A man","Bachelor's degree","NDP"
"7460",35,"A woman","Some university","Liberal Party"
"7461",59,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7462",61,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7463",34,"A man","Professional degree or doctorate","Conservative Party"
"7464",73,"A man","Completed secondary/ high school","Liberal Party"
"7465",81,"A man","Bachelor's degree","Liberal Party"
"7466",30,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7467",54,"A man","Some secondary/ high school","People's Party"
"7468",30,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7469",74,"A man","Bachelor's degree","Liberal Party"
"7470",46,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7471",70,"A man","Professional degree or doctorate","Liberal Party"
"7472",51,"A man","Bachelor's degree","Conservative Party"
"7473",34,"A man","Bachelor's degree","Conservative Party"
"7474",69,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7475",75,"A man","Master's degree","Conservative Party"
"7476",58,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Some technical, community college, CEGEP, College Classique","Green Party"
"7477",68,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7478",33,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7479",61,"A man","Completed secondary/ high school","NDP"
"7480",41,"A woman","Bachelor's degree","Liberal Party"
"7481",63,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7482",62,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7483",75,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7484",30,"A man","Master's degree","Liberal Party"
"7485",68,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7486",71,"A woman","Bachelor's degree","Liberal Party"
"7487",38,"A man","Bachelor's degree","Liberal Party"
"7488",75,"A woman","Master's degree","NDP"
"7489",35,"A woman","Bachelor's degree","NDP"
"7490",49,"A woman","Bachelor's degree","Conservative Party"
"7491",23,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7492",69,"A man","Bachelor's degree","Conservative Party"
"7493",41,"A woman","Completed secondary/ high school","NDP"
"7494",24,"A woman","Bachelor's degree","Conservative Party"
"7495",34,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7496",42,"A man","Master's degree","Liberal Party"
"7497",25,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7498",65,"A woman","Bachelor's degree","Liberal Party"
"7499",56,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7500",32,"A man","Bachelor's degree","Liberal Party"
"7501",62,"A woman","Completed secondary/ high school","Liberal Party"
"7502",34,"A woman","Bachelor's degree","Conservative Party"
"7503",67,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7504",67,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7505",60,"A man","Completed secondary/ high school","NDP"
"7506",59,"A man","Bachelor's degree","Conservative Party"
"7507",72,"A man","Professional degree or doctorate","Don't know / Prefer not to answer"
"7508",27,"A woman","Bachelor's degree","NDP"
"7509",63,"A man","Some university","Liberal Party"
"7510",25,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"7511",75,"A man","Professional degree or doctorate","Bloc Qu̩b̩cois"
"7512",65,"A man","Professional degree or doctorate","Conservative Party"
"7513",62,"A woman","Completed secondary/ high school","Don't know / Prefer not to answer"
"7514",72,"A man","Completed secondary/ high school","Green Party"
"7515",35,"A woman","Professional degree or doctorate","Don't know / Prefer not to answer"
"7516",30,"A man","Bachelor's degree","Liberal Party"
"7517",19,"A woman","Completed secondary/ high school","NDP"
"7518",71,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7519",46,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7520",34,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7521",67,"A woman","Bachelor's degree","Liberal Party"
"7522",64,"A man","Master's degree","Conservative Party"
"7523",23,"A man","Bachelor's degree","Liberal Party"
"7524",54,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7525",33,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Some university","NDP"
"7526",29,"A woman","Master's degree","NDP"
"7527",73,"A man","Master's degree","Liberal Party"
"7528",53,"A man","Professional degree or doctorate","NDP"
"7529",75,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7530",68,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7531",19,"A woman","Some university","NDP"
"7532",72,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7533",70,"A woman","Some university","Bloc Qu̩b̩cois"
"7534",50,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7535",70,"A woman","Bachelor's degree","Conservative Party"
"7536",74,"A woman","Master's degree","Liberal Party"
"7537",32,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7538",29,"A woman","Bachelor's degree","Liberal Party"
"7539",31,"A man","Master's degree","Green Party"
"7540",24,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Bachelor's degree","NDP"
"7541",56,"A man","Completed secondary/ high school","Liberal Party"
"7542",55,"A man","Bachelor's degree","Liberal Party"
"7543",28,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7544",67,"A man","Master's degree","Green Party"
"7545",71,"A man","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7546",75,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7547",66,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7548",74,"A woman","Completed elementary school","NDP"
"7549",70,"A woman","Some university","Liberal Party"
"7550",30,"A woman","Completed secondary/ high school","NDP"
"7551",67,"A man","Bachelor's degree","Conservative Party"
"7552",32,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7553",25,"A woman","Bachelor's degree","Liberal Party"
"7554",65,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"7555",28,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7556",31,"A man","Completed technical, community college, CEGEP, College Classique","Green Party"
"7557",74,"A woman","Master's degree","Don't know / Prefer not to answer"
"7558",55,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7559",24,"A woman","Bachelor's degree","NDP"
"7560",72,"A man","Completed secondary/ high school","Conservative Party"
"7561",32,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7562",62,"A man","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7563",23,"A woman","Some university","Bloc Qu̩b̩cois"
"7564",72,"A woman","Bachelor's degree","Liberal Party"
"7565",41,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"7566",35,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7567",56,"A woman","Completed secondary/ high school","Liberal Party"
"7568",34,"A woman","Bachelor's degree","Liberal Party"
"7569",32,"A woman","Bachelor's degree","Liberal Party"
"7570",36,"A man","Some secondary/ high school","Don't know / Prefer not to answer"
"7571",74,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7572",82,"A woman","Completed secondary/ high school","Green Party"
"7573",47,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7574",63,"A man","Completed secondary/ high school","Conservative Party"
"7575",65,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7576",70,"A woman","Don't know/ Prefer not to answer","Bloc Qu̩b̩cois"
"7577",66,"A man","Completed secondary/ high school","Liberal Party"
"7578",32,"A woman","Bachelor's degree","Conservative Party"
"7579",64,"A woman","Master's degree","Liberal Party"
"7580",29,"A woman","Bachelor's degree","Conservative Party"
"7581",63,"A man","Bachelor's degree","Conservative Party"
"7582",66,"A woman","Completed secondary/ high school","Liberal Party"
"7583",27,"A woman","Bachelor's degree","Conservative Party"
"7584",34,"A woman","Master's degree","Bloc Qu̩b̩cois"
"7585",57,"A man","Completed secondary/ high school","Conservative Party"
"7586",55,"A man","Master's degree","Bloc Qu̩b̩cois"
"7587",22,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7588",56,"A woman","Completed secondary/ high school","Liberal Party"
"7589",58,"A man","Completed secondary/ high school","Conservative Party"
"7590",54,"A man","Bachelor's degree","Conservative Party"
"7591",71,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7592",63,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7593",27,"A woman","Bachelor's degree","Conservative Party"
"7594",32,"A woman","Bachelor's degree","NDP"
"7595",72,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7596",80,"A man","Bachelor's degree","Liberal Party"
"7597",53,"A woman","Completed secondary/ high school","Liberal Party"
"7598",33,"A woman","Professional degree or doctorate","Liberal Party"
"7599",27,"A woman","Bachelor's degree","NDP"
"7600",28,"A man","Professional degree or doctorate","NDP"
"7601",39,"A woman","Professional degree or doctorate","NDP"
"7602",57,"A man","Some university","Conservative Party"
"7603",84,"A man","Master's degree","Bloc Qu̩b̩cois"
"7604",66,"A man","Some university","Conservative Party"
"7605",62,"A woman","Bachelor's degree","Liberal Party"
"7606",56,"A man","Master's degree","Conservative Party"
"7607",26,"A man","Bachelor's degree","NDP"
"7608",22,"A woman","Bachelor's degree","Liberal Party"
"7609",60,"A woman","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7610",51,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7611",48,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7612",76,"A man","Completed secondary/ high school","NDP"
"7613",36,"A man","Bachelor's degree","Liberal Party"
"7614",61,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7615",33,"A woman","Bachelor's degree","NDP"
"7616",69,"A woman","Some university","Conservative Party"
"7617",25,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7618",55,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7619",26,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7620",43,"A man","Some university","Liberal Party"
"7621",56,"A woman","Bachelor's degree","Liberal Party"
"7622",47,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7623",34,"A woman","Bachelor's degree","Green Party"
"7624",45,"A woman","Master's degree","Conservative Party"
"7625",25,"A man","Bachelor's degree","Liberal Party"
"7626",38,"A man","Some university","Green Party"
"7627",68,"A man","Master's degree","Conservative Party"
"7628",39,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7629",61,"A man","Some university","NDP"
"7630",65,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7631",53,"A woman","Bachelor's degree","Green Party"
"7632",68,"A woman","Completed secondary/ high school","Conservative Party"
"7633",59,"A woman","Some university","Liberal Party"
"7634",69,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7635",59,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7636",71,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7637",35,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7638",48,"A woman","Completed secondary/ high school","Conservative Party"
"7639",36,"A woman","Some university","Liberal Party"
"7640",38,"A woman","Bachelor's degree","Conservative Party"
"7641",44,"A woman","Bachelor's degree","Conservative Party"
"7642",72,"A woman","Some technical, community college, CEGEP, College Classique","People's Party"
"7643",29,"A man","Bachelor's degree","Liberal Party"
"7644",76,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7645",59,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7646",63,"A man","Master's degree","Liberal Party"
"7647",45,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7648",68,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7649",56,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7650",63,"A woman","Completed secondary/ high school","Liberal Party"
"7651",72,"A woman","Completed secondary/ high school","Liberal Party"
"7652",33,"A woman","Master's degree","Green Party"
"7653",62,"A woman","Some university","Liberal Party"
"7654",77,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7655",46,"A woman","Bachelor's degree","Liberal Party"
"7656",74,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7657",73,"A woman","Master's degree","Liberal Party"
"7658",30,"A woman","Some university","Liberal Party"
"7659",73,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7660",82,"A man","Some secondary/ high school","Conservative Party"
"7661",74,"A woman","Bachelor's degree","Liberal Party"
"7662",51,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"7663",40,"A man","Some university","Liberal Party"
"7664",74,"A man","Completed elementary school","Conservative Party"
"7665",28,"A man","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7666",69,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7667",72,"A man","Bachelor's degree","Conservative Party"
"7668",64,"A man","Completed technical, community college, CEGEP, College Classique","People's Party"
"7669",39,"A man","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
